DATASET:,NOAA-SST
TIME UNIT:,seconds
FIRST TIMESTAMP:,2017-08-01 00:00:00
Time Delta,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
0,24154,25418,25591,N,29845,28408,N,22238,25720,26865,26995,N,N,N,N,26526,22582,24675,27160,N,30259,N,N,21803,26404,28549,28543,N,29844,29298,N,N,24997,26516,27695,N,N,29469,29076,22133,28656,28674,N,N,N,29021,28405,25253,26714,28695,28849,29395,N,24401,28581
600,24144,25418,25592,N,N,28406,N,22230,25719,26866,26997,N,N,N,N,26526,22583,24675,27161,N,30258,N,N,21804,26406,28543,28543,N,29850,29297,N,N,24993,26514,27692,N,N,29467,29075,22135,28651,28673,N,N,N,29023,28397,25253,26714,28692,28848,29395,N,24401,28579
600,24134,25419,25592,N,N,28404,N,22221,25718,26866,26999,N,N,N,N,26526,22583,24675,27161,N,30257,N,N,21806,26407,28537,28543,N,29856,29297,N,27543,24989,26513,27689,N,N,29465,29074,22138,28646,28671,N,N,N,29024,28389,25253,26714,28689,28848,29395,N,24401,28576
600,24124,25419,25593,N,N,28402,N,22213,25718,26867,27002,N,N,N,N,26526,22584,24676,27162,N,30255,N,N,21807,26409,28531,28543,N,29862,29296,N,27549,24985,26511,27685,N,N,29463,29074,22140,28641,28670,N,N,N,29026,28381,25252,26714,28686,28847,29395,N,24401,28574
600,24115,25420,25594,N,N,28400,N,22204,25717,26867,27004,N,N,N,N,26526,22584,24676,N,N,30254,N,N,21808,26411,28525,28543,N,29868,29295,N,27555,24981,26509,27682,N,N,29461,29073,22142,28636,28669,N,N,N,29027,28373,25252,26714,28683,28847,29396,N,24401,28571
600,24105,25420,25595,N,N,28398,N,22196,25716,26868,27006,N,N,N,N,26527,22585,24676,27165,N,30253,N,N,21809,26412,28518,28543,N,29875,29294,N,27562,24977,26508,27679,N,N,29459,29072,22145,28631,28667,N,N,N,29029,28365,25252,26714,28680,28846,29396,N,24401,28569
600,24095,25420,25595,N,N,28397,N,22187,25715,26869,27008,N,N,N,N,26527,22586,24676,27167,N,30252,N,N,21811,26414,28512,28543,N,29881,29294,N,27568,24974,26506,27676,N,N,29457,29071,22147,28626,28666,N,N,N,29030,28356,25252,26714,28677,28846,29396,N,24402,28567
600,24085,25421,25596,N,29942,28395,N,22179,25715,26869,27010,N,N,N,N,26527,22586,24676,27168,N,30250,N,N,21812,26415,28506,28543,N,29887,29293,N,27574,24970,26504,27673,N,N,29456,29070,22149,28621,28665,N,N,N,29032,28348,25252,26713,28674,28845,29396,N,24402,28564
600,24075,25421,25597,N,29959,28393,N,22170,25714,26870,27012,N,N,N,N,26527,22587,24677,27170,N,30249,N,N,21813,26417,28500,28543,N,29893,29292,N,27580,24966,26502,27669,N,N,29454,29069,22151,28616,28663,N,N,N,29033,28340,25251,26713,28671,28844,29396,N,24402,28562
600,24065,25422,25597,N,29975,28391,N,22162,25713,26871,27015,N,N,N,N,26527,22587,24677,27171,N,30248,N,N,21814,26419,28494,28543,N,29899,29292,N,27587,24962,26501,27666,N,N,29452,29069,22154,28611,28662,N,N,N,29035,28332,25251,26713,28668,28844,29396,N,24402,28559
