DATASET:,NOAA-SST
TIME UNIT:,seconds
FIRST TIMESTAMP:,2017-12-01 00:00:00
Time Delta,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
0,20923,N,23248,N,29965,N,27973,23707,23446,24207,25983,27118,29358,27292,28530,N,22224,23774,23831,27466,30261,28363,28628,21118,26118,25195,N,27973,30079,28516,29500,N,23520,25499,26883,27930,N,28899,N,N,27681,28347,N,29769,29128,N,N,23930,25823,28487,30129,29551,3,22210,28065
600,20915,N,N,N,29977,N,27975,23708,23451,24210,25981,27116,29357,27292,28529,N,22225,23777,23832,27466,30261,28363,28629,21112,26112,25191,N,27970,30079,28517,29498,N,N,N,26881,27924,N,28899,N,22185,27685,28340,N,29769,29127,N,N,N,N,28487,30128,29550,30019,22207,28065
600,20906,N,23318,N,29989,N,27977,23709,23456,24213,25979,27115,29355,27292,28529,N,22226,23781,23833,27466,30260,28363,28630,21106,26105,25187,26108,27968,30078,28517,29496,N,N,N,26879,27918,N,28899,N,22184,27690,28333,N,29769,29126,N,N,N,N,28488,30127,29549,30098,22203,28065
600,20898,N,23313,N,3,N,27978,23710,23460,24216,25977,27113,29354,27291,28528,N,22227,23784,23833,27465,30260,28362,28631,21101,26099,25183,26105,27965,30078,28518,29495,N,N,N,26876,27911,N,28899,N,N,27694,28326,N,29768,29125,N,N,N,N,28488,30127,29548,30099,22200,28065
600,20889,N,23307,N,30022,N,27980,23711,23465,24219,25975,27112,29353,27291,28528,N,22228,23788,23834,27465,30259,28362,28633,21095,26092,25179,26102,27962,30077,28518,29493,N,N,N,26874,27905,N,28899,N,N,27698,28319,N,29768,29124,N,N,N,N,28489,30126,29547,30099,22196,28065
600,20881,N,23302,N,30049,N,27982,23712,23470,24222,25973,27110,29352,27291,28527,N,22229,23791,23835,27465,30259,28362,28634,21089,26086,25175,26098,27959,30077,28519,29491,N,N,N,26872,27899,N,28899,N,N,27703,28312,N,29768,29123,N,N,N,N,28489,30125,29546,30100,22193,28065
600,20872,N,23296,N,30050,N,27984,23713,23475,24225,25971,27108,29350,27291,28527,N,22230,23795,23836,27465,30258,28362,28635,21083,N,25171,26095,27957,30077,28519,29489,N,N,N,26870,27893,N,28899,N,22155,27707,28305,N,29768,29122,N,N,N,N,28490,30124,29545,30100,22190,28065
600,20864,N,N,N,30050,N,27985,23715,23479,24229,25969,27107,29349,27291,28526,N,22231,23798,23837,27464,30258,28361,28636,21078,26057,25167,26092,27954,30076,28520,29488,N,23627,N,26868,27887,N,28899,N,N,27711,28298,N,29767,29121,N,N,23864,25803,28490,30123,29544,30101,22186,N
600,20855,N,23309,N,30051,N,27987,23716,23484,24232,25967,27105,29348,27290,28525,N,22232,23802,23838,27464,30257,28361,28637,21072,26061,25162,26089,27951,30076,28520,29486,N,23631,25473,26865,27881,N,28899,N,N,27716,28292,N,29767,29120,N,N,23862,25802,28491,30123,29543,30102,22183,28066
600,20847,N,23285,N,30051,N,27989,23717,23489,24235,25965,27103,29346,27290,28525,N,22233,23805,23838,27464,30257,28361,28638,21066,26065,25158,26085,27948,30075,28521,29484,N,23635,25472,26863,27874,N,28899,N,N,27720,28285,N,29767,29119,N,N,23860,25801,28491,30122,29542,30102,22180,28066
