DATASET:,NOAA-SST
TIME UNIT:,seconds
FIRST TIMESTAMP:,2017-01-01 00:00:00
Time Delta,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
0,23602,24090,25434,25754,30787,26937,N,22569,N,N,N,25739,N,26939,28450,N,22667,24138,N,26728,30532,28195,29378,N,25287,N,27135,27895,29720,27992,29149,N,25563,25929,26717,28185,N,28935,29335,N,N,27456,N,N,N,28349,26784,N,26964,28481,30264,30178,29617,N,26693
600,23601,24089,25434,25758,30784,26937,N,22571,N,N,N,25739,N,26938,28449,N,22671,24132,N,26727,30531,28192,29375,N,25280,N,27132,27895,29718,27994,29147,N,25556,25927,26715,28183,N,28933,29335,N,N,27457,N,N,N,28349,26784,N,26960,28479,30277,30176,29618,N,26693
600,23600,24088,25434,25762,30781,26938,N,22573,N,N,N,25739,N,26938,28447,N,22675,24127,N,26726,30530,28189,29372,N,25273,N,27130,27896,29716,27997,29144,N,25549,25925,26714,28182,N,28931,29335,N,N,27458,N,N,N,28349,26784,N,26956,28477,30289,30174,29619,N,26693
600,23599,24087,25434,25765,30779,26938,N,22575,N,N,N,25739,N,26937,28446,N,22679,24121,N,26725,30529,28186,29369,N,25266,N,27127,27896,29714,27999,29142,N,25542,25923,26712,28180,N,28929,29336,N,N,27459,N,N,N,28349,26785,N,26952,28475,30302,30171,29620,N,26692
600,23599,24086,25434,25769,30776,26938,N,22577,N,N,N,25739,N,26936,28445,N,22683,24115,N,26725,30528,28182,29366,N,25259,N,27124,27897,29712,28002,29140,N,25535,25921,26710,28179,N,28927,29336,N,N,27460,N,N,N,28349,26785,N,26948,28474,30315,30169,29622,N,26692
600,23598,24084,25434,25773,30773,26939,N,22579,N,N,N,25739,N,26935,28444,N,22687,24109,N,26724,30528,28179,29363,N,25253,N,27122,27897,29710,28004,29137,N,25528,25919,26708,28177,N,28925,29336,N,N,27461,N,N,N,28350,26785,N,26944,28472,30327,30167,29623,N,26692
600,23597,24083,25434,25777,30770,26939,N,22581,N,N,N,25739,N,26935,28442,N,22691,24104,N,26723,30527,28176,29360,N,25246,N,27119,27897,29708,28007,29135,N,25521,25916,26707,28175,N,28924,29336,N,N,27462,N,N,N,28350,26785,N,26939,28470,30340,30165,29624,N,26692
600,23596,24082,25434,25780,30768,26940,N,22583,N,N,N,25739,N,26934,28441,N,22695,24098,N,26722,30526,28173,29357,N,25239,N,27116,27898,29706,28009,29133,N,25514,25914,26705,28174,N,28922,29336,N,N,27463,N,N,N,28350,26785,N,26935,28468,N,30162,29625,N,26692
600,23595,24081,25434,25784,30765,26940,N,22586,N,N,N,25739,N,26933,28440,N,22699,24092,N,26721,30525,28170,29354,N,25232,N,27114,27898,29704,28012,29130,N,25507,25912,26703,28172,N,28920,29336,N,N,27463,N,N,N,28350,26786,N,26931,28466,N,30160,29626,N,26691
600,23594,24080,25434,N,30762,26940,N,22588,N,N,N,25739,N,26932,28439,N,22703,24086,N,26720,30524,28167,29351,N,25225,N,27111,27899,29702,28014,29128,N,25500,25910,26702,28171,N,28918,29337,N,N,27464,N,N,N,28350,26786,N,26927,28464,N,30158,29627,N,26691
