DATASET:,NOAA-SST
TIME UNIT:,seconds
FIRST TIMESTAMP:,2017-09-01 00:00:00
Time Delta,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
0,21642,23783,24761,N,30316,27791,28875,20042,26236,25491,27408,N,30497,N,29360,N,23023,23860,25604,N,30765,N,29078,20031,26889,27241,28486,N,30852,29525,29276,N,23454,25538,26580,N,N,28919,29746,22607,28111,28283,N,30748,N,29476,27989,25004,N,28561,29241,29253,29865,22939,28607
600,21634,23781,24758,N,30315,27791,28828,20047,26203,25493,27411,N,30496,N,29359,N,23023,23861,25607,N,30768,N,29081,2,26890,27244,28488,N,30876,29521,29277,27666,23448,25538,26580,N,N,28918,29744,22603,28111,28282,N,30746,N,29476,27988,24999,25904,28561,29242,29255,29869,22937,28606
600,21625,23779,24755,N,30314,27792,28780,20051,26171,25495,27413,N,30495,N,29359,N,23024,23862,25610,N,30770,N,29083,20021,26891,27246,28490,N,30900,29517,29278,27668,23442,25539,26580,N,N,28917,29743,22600,28112,28280,N,30743,N,29475,27987,24994,25904,28561,29244,29256,29873,22935,28605
600,21617,23776,24752,N,30313,27792,28733,20056,26138,25496,27416,N,30494,N,29358,N,23024,23863,N,N,30773,N,29086,20020,26891,27249,28492,N,30924,29513,29279,27671,23436,25539,26580,N,N,28916,29741,22596,28112,28279,N,30741,N,29475,27985,24989,25904,28562,29245,29258,29876,22934,28604
600,21608,23774,24749,N,30312,27792,28950,20060,26105,25498,27418,N,30494,N,29358,N,23024,23864,25614,N,30775,N,29088,2,26892,27251,28494,N,30948,29509,29280,27673,23430,25539,26579,N,N,28915,29740,22593,28112,28278,N,30739,N,29475,27984,24984,25904,28562,29247,29259,29880,22932,28603
600,21600,23772,24746,N,30311,27793,28942,20065,26073,25500,27421,N,30493,N,29357,N,23025,23865,25614,N,30778,N,29091,19990,26893,27254,28496,N,30972,29505,29281,27675,23424,25540,26579,N,N,28914,29738,22589,28113,28277,N,30737,N,29474,27983,N,25905,28562,29248,29261,29884,22930,28602
600,21591,23770,24743,N,30310,27793,28933,20069,26040,25502,27424,N,30492,N,29357,N,23025,23866,25615,N,30780,N,29093,2,26894,27256,N,N,30996,29501,29282,N,23418,25540,26579,N,N,28912,29737,22586,28113,28275,N,30734,N,29474,27982,N,25905,28562,29250,29262,29888,22928,28601
600,21583,23768,24740,N,30309,27794,28925,20074,26007,25504,27426,N,30491,N,29356,N,23025,23867,25615,N,30783,N,29096,2,26895,27259,28500,N,31020,29497,29284,N,23412,25541,26579,N,N,28911,29735,22582,28113,28274,N,30732,N,29474,27981,24954,25905,N,29251,29264,29892,22926,28600
600,21574,23765,24736,N,30308,27794,28917,20078,25974,25505,27429,N,30490,N,29355,N,23025,23868,25616,N,30785,N,29098,19983,26895,27261,28499,N,31044,29493,29285,27629,23406,25541,26579,N,N,28910,29733,22579,28114,28273,N,30730,N,29473,27980,24953,25905,N,29253,29265,29895,22925,28599
600,21566,23763,24733,N,30307,27794,28908,20083,25942,25507,27431,N,30489,N,29355,N,23026,23869,25616,N,30788,N,29101,19977,26896,27264,28498,N,31068,29489,29286,27624,23400,25541,26579,N,N,28909,29732,22575,28114,28271,N,30727,N,29473,27978,24953,25905,N,29254,29267,29899,22923,28598
