80,3,7,-0.02
80,3,8,-0.02
80,3,9,-0.02
80,3,10,-0.02
80,3,11,-0.02
80,3,12,-0.02
80,3,13,-0.02
80,3,14,-0.02
80,3,15,-0.02
80,3,16,-0.02
80,3,17,-0.02
80,3,18,-0.02
80,3,19,-0.02
80,3,20,-0.02
80,3,21,-0.02
80,3,22,-0.02
80,3,23,-0.02
80,3,24,-0.02
80,3,25,-0.02
80,3,26,-0.02
80,3,27,-0.02
80,3,28,-0.02
80,3,29,-0.02
80,8,11,4.19617e-07
80,8,12,4.19617e-07
80,8,13,4.19617e-07
80,8,14,4.19617e-07
80,8,15,4.19617e-07
80,8,16,4.19617e-07
80,8,17,4.19617e-07
80,8,18,4.19617e-07
80,8,19,4.19617e-07
80,8,20,4.19617e-07
80,8,21,4.19617e-07
80,8,22,4.19617e-07
80,8,23,4.19617e-07
80,8,24,4.19617e-07
80,8,25,4.19617e-07
80,8,26,4.19617e-07
80,8,27,4.19617e-07
80,8,28,4.19617e-07
80,8,29,4.19617e-07
80,8,30,4.19617e-07
80,8,31,4.19617e-07
80,9,1,4.19617e-07
80,9,2,4.19617e-07
80,9,3,4.19617e-07
80,9,4,4.19617e-07
80,9,5,4.19617e-07
80,9,6,4.19617e-07
80,9,7,4.19617e-07
80,9,8,4.19617e-07
80,9,9,4.19617e-07
80,9,10,4.19617e-07
80,9,11,4.19617e-07
80,9,12,4.19617e-07
80,9,13,4.19617e-07
80,9,14,4.19617e-07
80,9,15,4.19617e-07
80,9,16,4.19617e-07
80,9,17,4.19617e-07
80,9,18,4.19617e-07
80,9,19,4.19617e-07
80,9,20,4.19617e-07
80,9,21,4.19617e-07
80,9,22,4.19617e-07
80,9,23,4.19617e-07
80,9,24,4.19617e-07
80,9,25,4.19617e-07
80,9,26,4.19617e-07
80,9,27,4.19617e-07
80,9,28,4.19617e-07
80,9,29,4.19617e-07
80,9,30,4.19617e-07
80,10,1,4.19617e-07
80,10,2,4.19617e-07
80,10,3,4.19617e-07
80,10,4,4.19617e-07
80,10,5,4.19617e-07
80,10,6,4.19617e-07
80,10,7,4.19617e-07
80,10,8,4.19617e-07
80,10,9,4.19617e-07
80,10,10,4.19617e-07
80,10,11,4.19617e-07
80,10,12,4.19617e-07
80,10,13,4.19617e-07
80,10,14,4.19617e-07
80,10,15,4.19617e-07
80,10,16,4.19617e-07
80,10,17,4.19617e-07
80,10,18,4.19617e-07
80,10,19,4.19617e-07
80,10,20,4.19617e-07
80,10,21,4.19617e-07
