80,3,7,-0.02,-109.46
80,3,8,-0.02,-109.46
80,3,9,-0.02,-109.46
80,3,10,-0.02,-109.46
80,3,11,-0.02,-109.46
80,3,12,-0.02,-109.46
80,3,13,-0.02,-109.46
80,3,14,-0.02,-109.46
80,3,15,-0.02,-109.46
80,3,16,-0.02,-109.46
80,3,17,-0.02,-109.46
80,3,18,-0.02,-109.46
80,3,19,-0.02,-109.46
80,3,20,-0.02,-109.46
80,3,21,-0.02,-109.46
80,3,22,-0.02,-109.46
80,3,23,-0.02,-109.46
80,3,24,-0.02,-109.46
80,3,25,-0.02,-109.46
80,3,26,-0.02,-109.46
80,3,27,-0.02,-109.46
80,3,28,-0.02,-109.46
80,3,29,-0.02,-109.46
80,8,11,0,-109.56
80,8,12,0,-109.56
80,8,13,0,-109.56
80,8,14,0,-109.56
80,8,15,0,-109.56
80,8,16,0,-109.56
80,8,17,0,-109.56
80,8,18,0,-109.56
80,8,19,0,-109.56
80,8,20,0,-109.56
80,8,21,0,-109.56
80,8,22,0,-109.56
80,8,23,0,-109.56
80,8,24,0,-109.56
80,8,25,0,-109.56
80,8,26,0,-109.56
80,8,27,0,-109.56
80,8,28,0,-109.56
80,8,29,0,-109.56
80,8,30,0,-109.56
80,8,31,0,-109.56
80,9,1,0,-109.56
80,9,2,0,-109.56
80,9,3,0,-109.56
80,9,4,0,-109.56
80,9,5,0,-109.56
80,9,6,0,-109.56
80,9,7,0,-109.56
80,9,8,0,-109.56
80,9,9,0,-109.56
80,9,10,0,-109.56
80,9,11,0,-109.56
80,9,12,0,-109.56
80,9,13,0,-109.56
80,9,14,0,-109.56
80,9,15,0,-109.56
80,9,16,0,-109.56
80,9,17,0,-109.56
80,9,18,0,-109.56
80,9,19,0,-109.56
80,9,20,0,-109.56
80,9,21,0,-109.56
80,9,22,0,-109.56
80,9,23,0,-109.56
80,9,24,0,-109.56
80,9,25,0,-109.56
80,9,26,0,-109.56
80,9,27,0,-109.56
80,9,28,0,-109.56
80,9,29,0,-109.56
80,9,30,0,-109.56
80,10,1,0,-109.56
80,10,2,0,-109.56
80,10,3,0,-109.56
80,10,4,0,-109.56
80,10,5,0,-109.56
80,10,6,0,-109.56
80,10,7,0,-109.56
80,10,8,0,-109.56
80,10,9,0,-109.56
80,10,10,0,-109.56
80,10,11,0,-109.56
80,10,12,0,-109.56
80,10,13,0,-109.56
80,10,14,0,-109.56
80,10,15,0,-109.56
80,10,16,0,-109.56
80,10,17,0,-109.56
80,10,18,0,-109.56
80,10,19,0,-109.56
80,10,20,0,-109.56
80,10,21,0,-109.56
80,10,22,0,-109.56
80,10,23,0,-109.56
80,10,24,0,-109.56
80,10,25,0,-109.56
80,10,26,0,-109.56
80,10,27,0,-109.56
