DATASET:,NOAA-2016
FILENAME:,TAO_T8S170W_R_SST_10min.ascii
Timestamp,SST,Q,M
2016-01-01 00:00:00,29.824,2,R
00:10:00,29.823,2,R
00:10:00,29.823,2,R
00:10:00,29.819,2,R
00:10:00,29.823,2,R
00:10:00,29.821,2,R
00:10:00,29.819,2,R
00:10:00,29.819,2,R
00:10:00,29.821,2,R
00:10:00,29.822,2,R
00:10:00,29.816,2,R
00:10:00,29.819,2,R
00:10:00,29.821,2,R
00:10:00,29.814,2,R
00:10:00,29.820,2,R
00:10:00,29.814,2,R
00:10:00,29.813,2,R
00:10:00,29.812,2,R
00:10:00,29.812,2,R
00:10:00,29.815,2,R
00:10:00,29.817,2,R
00:10:00,29.813,2,R
00:10:00,29.814,2,R
00:10:00,29.809,2,R
00:10:00,29.814,2,R
00:10:00,29.808,2,R
00:10:00,29.812,2,R
00:10:00,29.805,2,R
00:10:00,29.814,2,R
00:10:00,29.811,2,R
00:10:00,29.809,2,R
00:10:00,29.799,2,R
00:10:00,29.796,2,R
00:10:00,29.792,2,R
00:10:00,29.805,2,R
00:10:00,29.798,2,R
00:10:00,29.808,2,R
00:10:00,29.797,2,R
00:10:00,29.797,2,R
00:10:00,29.794,2,R
00:10:00,29.792,2,R
00:10:00,29.793,2,R
00:10:00,29.794,2,R
00:10:00,29.798,2,R
00:10:00,29.776,2,R
00:10:00,29.781,2,R
00:10:00,29.788,2,R
00:10:00,29.777,2,R
00:10:00,29.786,2,R
00:10:00,29.779,2,R
00:10:00,29.781,2,R
00:10:00,29.795,2,R
00:10:00,29.788,2,R
00:10:00,29.763,2,R
00:10:00,29.776,2,R
00:10:00,29.787,2,R
00:10:00,29.779,2,R
00:10:00,29.760,2,R
00:10:00,29.781,2,R
00:10:00,29.771,2,R
00:10:00,29.781,2,R
00:10:00,29.774,2,R
00:10:00,29.778,2,R
00:10:00,29.775,2,R
00:10:00,29.777,2,R
00:10:00,29.775,2,R
00:10:00,29.769,2,R
00:10:00,29.766,2,R
00:10:00,29.777,2,R
00:10:00,29.766,2,R
00:10:00,29.774,2,R
00:10:00,29.773,2,R
00:10:00,29.775,2,R
00:10:00,29.771,2,R
00:10:00,29.767,2,R
00:10:00,29.755,2,R
00:10:00,29.765,2,R
00:10:00,29.750,2,R
00:10:00,29.758,2,R
00:10:00,29.740,2,R
00:10:00,29.747,2,R
00:10:00,29.753,2,R
00:10:00,29.758,2,R
00:10:00,29.747,2,R
00:10:00,29.737,2,R
00:10:00,29.767,2,R
00:10:00,29.767,2,R
00:10:00,29.761,2,R
00:10:00,29.765,2,R
00:10:00,29.757,2,R
00:10:00,29.763,2,R
00:10:00,29.759,2,R
00:10:00,29.758,2,R
00:10:00,29.739,2,R
00:10:00,29.748,2,R
00:10:00,29.759,2,R
00:10:00,29.764,2,R
00:10:00,29.763,2,R
00:10:00,29.759,2,R
00:10:00,29.767,2,R
00:10:00,29.765,2,R
00:10:00,29.757,2,R
00:10:00,29.752,2,R
00:10:00,29.747,2,R
00:10:00,29.769,2,R
00:10:00,29.764,2,R
00:10:00,29.760,2,R
00:10:00,29.754,2,R
00:10:00,29.753,2,R
00:10:00,29.765,2,R
00:10:00,29.758,2,R
00:10:00,29.762,2,R
00:10:00,29.754,2,R
00:10:00,29.757,2,R
00:10:00,29.766,2,R
00:10:00,29.762,2,R
00:10:00,29.761,2,R
00:10:00,29.761,2,R
00:10:00,29.761,2,R
00:10:00,29.756,2,R
00:10:00,29.759,2,R
00:10:00,29.754,2,R
00:10:00,29.759,2,R
00:10:00,29.746,2,R
00:10:00,29.757,2,R
00:10:00,29.754,2,R
00:10:00,29.761,2,R
00:10:00,29.753,2,R
00:10:00,29.761,2,R
00:10:00,29.753,2,R
00:10:00,29.743,2,R
00:10:00,29.753,2,R
00:10:00,29.751,2,R
00:10:00,29.754,2,R
00:10:00,29.750,2,R
00:10:00,29.750,2,R
00:10:00,29.753,2,R
00:10:00,29.745,2,R
00:10:00,29.745,2,R
00:10:00,29.756,2,R
00:10:00,29.746,2,R
00:10:00,29.756,2,R
00:10:00,29.757,2,R
00:10:00,29.757,2,R
00:10:00,29.764,2,R
00:10:00,29.767,2,R
00:10:00,N,9,R
00:10:00,N,9,R
00:10:00,N,9,R
00:10:00,N,9,R
00:10:00,29.767,2,R
00:10:00,29.762,2,R
00:10:00,29.764,2,R
00:10:00,29.762,2,R
00:10:00,29.759,2,R
00:10:00,29.761,2,R
00:10:00,29.763,2,R
00:10:00,29.767,2,R
