DATASET:,Climaps
FILENAME:,station_1736.csv
Timestamp,Humidity,Temperature,Vapor Pressure,Wet-bulb Temperature,Wind Direction,Wind Speed [avg],Wind Speed [max],Wind Speed [min],Internal Temperature,Surface Temperature
2018-01-01 00:00:00,0.0,105.0,78.0,105.0,6154.0,80.0,527.0,1826.0,4625.0,6747.0
00:01:00,0.0,105.0,78.0,105.0,5507.0,93.0,532.0,1105.0,4625.0,6747.0
00:01:00,0.0,105.0,78.0,105.0,5993.0,88.0,486.0,1089.0,4623.0,6718.0
00:01:00,0.0,104.0,78.0,104.0,5471.0,83.0,486.0,1053.0,4623.0,6722.0
00:01:00,0.0,104.0,78.0,104.0,5602.0,91.0,533.0,939.0,4622.0,6712.0
00:01:00,0.0,104.0,78.0,104.0,5714.0,85.0,505.0,1295.0,4621.0,6710.0
00:01:00,0.0,103.0,78.0,103.0,6307.0,61.0,638.0,1897.0,4620.0,6724.0
00:01:00,0.0,103.0,78.0,103.0,6351.0,73.0,702.0,1211.0,4619.0,6684.0
00:01:00,0.0,103.0,78.0,103.0,6688.0,79.0,570.0,1779.0,4619.0,6684.0
00:01:00,0.0,103.0,78.0,103.0,6863.0,85.0,525.0,1521.0,4618.0,6677.0
00:01:00,0.0,102.0,78.0,102.0,6224.0,137.0,332.0,773.0,4618.0,6695.0
00:01:00,0.0,102.0,78.0,102.0,6461.0,128.0,353.0,1000.0,4618.0,6679.0
00:01:00,0.0,102.0,78.0,102.0,6489.0,142.0,331.0,664.0,4619.0,6691.0
00:01:00,0.0,102.0,79.0,102.0,6578.0,158.0,282.0,667.0,4619.0,6692.0
00:01:00,0.0,103.0,79.0,103.0,7016.0,117.0,372.0,1005.0,4619.0,6673.0
00:01:00,0.0,104.0,79.0,104.0,7420.0,165.0,285.0,605.0,4621.0,6686.0
00:01:00,0.0,104.0,79.0,104.0,7406.0,151.0,332.0,544.0,4623.0,6690.0
00:01:00,0.0,105.0,79.0,105.0,7419.0,161.0,259.0,890.0,4625.0,6698.0
00:01:00,0.0,105.0,79.0,105.0,7199.0,115.0,425.0,1142.0,4625.0,6734.0
00:01:00,0.0,105.0,79.0,105.0,7527.0,84.0,424.0,1643.0,4624.0,6728.0
00:01:00,0.0,105.0,78.0,105.0,7291.0,106.0,389.0,921.0,4624.0,6709.0
00:01:00,0.0,106.0,78.0,106.0,7344.0,124.0,331.0,876.0,4625.0,6716.0
00:01:00,0.0,106.0,79.0,106.0,7451.0,187.0,280.0,468.0,4627.0,6757.0
00:01:00,0.0,106.0,79.0,106.0,7361.0,127.0,375.0,842.0,4625.0,6707.0
00:01:00,0.0,106.0,78.0,106.0,7546.0,107.0,429.0,1335.0,4626.0,6726.0
00:01:00,0.0,106.0,78.0,106.0,7090.0,113.0,439.0,849.0,4626.0,6730.0
00:01:00,0.0,106.0,78.0,106.0,6935.0,74.0,493.0,1805.0,4625.0,6751.0
00:01:00,0.0,106.0,78.0,106.0,6555.0,55.0,767.0,2047.0,4624.0,6722.0
00:01:00,0.0,106.0,78.0,106.0,7115.0,88.0,436.0,1055.0,4624.0,6699.0
00:01:00,0.0,106.0,78.0,106.0,6418.0,84.0,526.0,1193.0,4624.0,6734.0
00:01:00,0.0,106.0,78.0,106.0,6686.0,97.0,425.0,1147.0,4623.0,6702.0
00:01:00,0.0,106.0,78.0,106.0,6907.0,105.0,434.0,1010.0,4624.0,6709.0
00:01:00,0.0,106.0,78.0,106.0,6651.0,110.0,415.0,838.0,4624.0,6741.0
00:01:00,0.0,106.0,78.0,106.0,6426.0,107.0,458.0,1060.0,4623.0,6712.0
00:01:00,0.0,106.0,78.0,106.0,6619.0,71.0,707.0,1505.0,4623.0,6697.0
00:01:00,0.0,105.0,78.0,105.0,6637.0,117.0,402.0,1034.0,4622.0,6692.0
00:01:00,0.0,105.0,78.0,105.0,6359.0,107.0,458.0,901.0,4622.0,6733.0
00:01:00,0.0,105.0,78.0,105.0,6461.0,129.0,333.0,669.0,4621.0,6693.0
00:01:00,0.0,105.0,78.0,105.0,6545.0,83.0,473.0,1455.0,4620.0,6696.0
00:01:00,0.0,105.0,78.0,105.0,6579.0,78.0,547.0,1593.0,4619.0,6697.0
00:01:00,0.0,104.0,78.0,104.0,7010.0,93.0,523.0,1130.0,4619.0,6684.0
00:01:00,0.0,104.0,78.0,104.0,6808.0,84.0,607.0,961.0,4618.0,6718.0
00:01:00,0.0,104.0,78.0,104.0,6951.0,111.0,408.0,825.0,4618.0,6707.0
00:01:00,0.0,104.0,78.0,104.0,7581.0,53.0,717.0,2047.0,4619.0,6709.0
00:01:00,0.0,104.0,78.0,104.0,6763.0,82.0,548.0,1281.0,4617.0,6686.0
00:01:00,0.0,104.0,78.0,104.0,6905.0,91.0,593.0,1325.0,4617.0,6703.0
00:01:00,0.0,103.0,78.0,103.0,6680.0,93.0,452.0,1540.0,4616.0,6703.0
00:01:00,0.0,103.0,78.0,103.0,6908.0,100.0,427.0,1038.0,4616.0,6698.0
00:01:00,0.0,103.0,78.0,103.0,7010.0,112.0,392.0,839.0,4616.0,6712.0
00:01:00,0.0,103.0,78.0,103.0,6532.0,125.0,376.0,899.0,4617.0,6728.0
00:01:00,0.0,103.0,78.0,103.0,6823.0,117.0,336.0,1219.0,4616.0,6673.0
00:01:00,0.0,103.0,78.0,103.0,6458.0,163.0,288.0,602.0,4617.0,6680.0
00:01:00,0.0,103.0,78.0,103.0,6394.0,158.0,279.0,1044.0,4617.0,6664.0
00:01:00,0.0,104.0,78.0,104.0,6709.0,143.0,335.0,679.0,4617.0,6685.0
00:01:00,0.0,103.0,78.0,103.0,6359.0,158.0,270.0,699.0,4616.0,6667.0
00:01:00,0.0,103.0,78.0,103.0,6561.0,151.0,310.0,600.0,4617.0,6672.0
00:01:00,0.0,104.0,78.0,104.0,6507.0,107.0,433.0,1029.0,4617.0,6689.0
00:01:00,0.0,103.0,78.0,103.0,6981.0,108.0,323.0,1301.0,4617.0,6667.0
00:01:00,0.0,103.0,78.0,103.0,6879.0,138.0,316.0,704.0,4616.0,6675.0
00:01:00,0.0,104.0,78.0,104.0,6934.0,118.0,325.0,909.0,4618.0,6680.0
00:01:00,0.0,104.0,78.0,104.0,7522.0,86.0,484.0,1153.0,4617.0,6675.0
00:01:00,0.0,104.0,78.0,104.0,7286.0,88.0,550.0,1060.0,4617.0,6657.0
00:01:00,0.0,104.0,78.0,104.0,7084.0,118.0,464.0,695.0,4618.0,6678.0
00:01:00,0.0,104.0,78.0,104.0,6587.0,98.0,517.0,1093.0,4617.0,6693.0
00:01:00,0.0,104.0,78.0,104.0,6349.0,79.0,533.0,1345.0,4616.0,6679.0
00:01:00,0.0,104.0,78.0,104.0,6952.0,69.0,432.0,1836.0,4616.0,6687.0
00:01:00,0.0,104.0,77.0,104.0,7391.0,79.0,553.0,2047.0,4616.0,6667.0
00:01:00,0.0,104.0,77.0,104.0,7408.0,101.0,379.0,1287.0,4616.0,6672.0
00:01:00,0.0,103.0,77.0,103.0,7327.0,90.0,563.0,965.0,4615.0,6665.0
00:01:00,0.0,103.0,77.0,103.0,7198.0,115.0,433.0,722.0,4615.0,6660.0
00:01:00,0.0,103.0,77.0,103.0,7044.0,110.0,445.0,965.0,4616.0,6654.0
00:01:00,0.0,104.0,77.0,104.0,6939.0,112.0,386.0,1248.0,4616.0,6696.0
00:01:00,0.0,104.0,77.0,104.0,7086.0,103.0,413.0,1002.0,4616.0,6684.0
00:01:00,0.0,104.0,77.0,104.0,7045.0,96.0,542.0,948.0,4615.0,6673.0
00:01:00,0.0,103.0,77.0,103.0,6998.0,100.0,457.0,1042.0,4615.0,6681.0
00:01:00,0.0,103.0,77.0,103.0,6599.0,112.0,363.0,2047.0,4615.0,6669.0
00:01:00,0.0,103.0,77.0,103.0,6820.0,119.0,391.0,868.0,4616.0,6661.0
00:01:00,0.0,103.0,77.0,103.0,6053.0,127.0,375.0,911.0,4615.0,6677.0
00:01:00,0.0,103.0,77.0,103.0,6702.0,134.0,370.0,683.0,4614.0,6671.0
00:01:00,0.0,103.0,77.0,103.0,6327.0,112.0,375.0,1067.0,4614.0,6660.0
00:01:00,0.0,103.0,77.0,103.0,6934.0,94.0,435.0,1071.0,4614.0,6669.0
00:01:00,0.0,103.0,77.0,103.0,6436.0,93.0,420.0,1242.0,4613.0,6664.0
00:01:00,0.0,103.0,77.0,103.0,6588.0,91.0,438.0,1102.0,4613.0,6671.0
00:01:00,0.0,103.0,77.0,103.0,6615.0,104.0,417.0,979.0,4612.0,6660.0
00:01:00,0.0,102.0,77.0,102.0,6348.0,106.0,445.0,1029.0,4612.0,6651.0
00:01:00,0.0,102.0,77.0,102.0,6505.0,118.0,380.0,786.0,4612.0,6641.0
00:01:00,0.0,102.0,77.0,102.0,6523.0,88.0,533.0,1348.0,4612.0,6649.0
00:01:00,0.0,102.0,77.0,102.0,6679.0,79.0,636.0,1246.0,4611.0,6658.0
00:01:00,0.0,102.0,77.0,102.0,6686.0,102.0,393.0,1065.0,4612.0,6651.0
00:01:00,0.0,102.0,77.0,102.0,6697.0,124.0,296.0,834.0,4612.0,6640.0
00:01:00,0.0,102.0,77.0,102.0,6615.0,114.0,294.0,1729.0,4611.0,6628.0
00:01:00,0.0,102.0,77.0,102.0,6397.0,126.0,397.0,675.0,4612.0,6642.0
00:01:00,0.0,102.0,77.0,102.0,6689.0,121.0,401.0,691.0,4613.0,6643.0
00:01:00,0.0,102.0,77.0,102.0,6527.0,104.0,389.0,1216.0,4612.0,6667.0
00:01:00,0.0,102.0,77.0,102.0,6192.0,125.0,360.0,1310.0,4613.0,6638.0
00:01:00,0.0,103.0,77.0,103.0,7104.0,126.0,362.0,1049.0,4614.0,6679.0
00:01:00,0.0,103.0,77.0,103.0,6443.0,137.0,333.0,662.0,4613.0,6639.0
00:01:00,0.0,103.0,77.0,103.0,6674.0,132.0,368.0,747.0,4614.0,6677.0
00:01:00,0.0,103.0,77.0,103.0,6665.0,99.0,393.0,1608.0,4614.0,6642.0
00:01:00,0.0,103.0,77.0,103.0,6566.0,162.0,247.0,617.0,4615.0,6671.0
00:01:00,0.0,103.0,77.0,103.0,6309.0,153.0,324.0,807.0,4616.0,6685.0
00:01:00,0.0,104.0,77.0,104.0,6321.0,136.0,314.0,881.0,4615.0,6653.0
00:01:00,0.0,104.0,77.0,104.0,6688.0,174.0,312.0,477.0,4616.0,6690.0
00:01:00,0.0,104.0,77.0,104.0,6839.0,120.0,386.0,872.0,4614.0,6671.0
00:01:00,0.0,104.0,77.0,104.0,6758.0,129.0,363.0,695.0,4615.0,6657.0
00:01:00,0.0,103.0,77.0,103.0,7061.0,114.0,426.0,747.0,4615.0,6684.0
00:01:00,0.0,103.0,77.0,103.0,7189.0,99.0,482.0,955.0,4614.0,6653.0
00:01:00,0.0,103.0,77.0,103.0,6679.0,87.0,454.0,1346.0,4614.0,6660.0
00:01:00,0.0,103.0,77.0,103.0,7316.0,108.0,431.0,841.0,4613.0,6651.0
00:01:00,0.0,103.0,77.0,103.0,7507.0,92.0,508.0,1159.0,4613.0,6651.0
00:01:00,0.0,103.0,77.0,103.0,7626.0,82.0,616.0,1176.0,4613.0,6635.0
00:01:00,0.0,103.0,77.0,103.0,7559.0,93.0,480.0,1184.0,4614.0,6666.0
00:01:00,0.0,103.0,77.0,103.0,7610.0,110.0,436.0,774.0,4613.0,6642.0
00:01:00,0.0,103.0,77.0,103.0,7245.0,69.0,589.0,1276.0,4613.0,6638.0
00:01:00,0.0,103.0,77.0,103.0,7627.0,115.0,437.0,879.0,4613.0,6622.0
00:01:00,0.0,103.0,77.0,103.0,7420.0,126.0,361.0,865.0,4614.0,6636.0
00:01:00,0.0,103.0,77.0,103.0,7366.0,103.0,349.0,1080.0,4614.0,6653.0
00:01:00,0.0,104.0,76.0,104.0,7230.0,91.0,483.0,1338.0,4613.0,6634.0
00:01:00,0.0,104.0,76.0,104.0,6899.0,108.0,528.0,808.0,4613.0,6649.0
00:01:00,0.0,104.0,76.0,104.0,6920.0,106.0,452.0,870.0,4614.0,6667.0
00:01:00,0.0,104.0,77.0,104.0,7090.0,119.0,390.0,897.0,4613.0,6640.0
00:01:00,0.0,104.0,77.0,104.0,7106.0,112.0,361.0,1034.0,4613.0,6647.0
00:01:00,0.0,104.0,77.0,104.0,6591.0,95.0,482.0,2047.0,4613.0,6641.0
00:01:00,0.0,104.0,77.0,104.0,6730.0,104.0,414.0,1015.0,4613.0,6651.0
00:01:00,0.0,104.0,77.0,104.0,6667.0,103.0,476.0,1004.0,4613.0,6680.0
00:01:00,0.0,104.0,77.0,104.0,6990.0,96.0,538.0,1046.0,4613.0,6681.0
