DATASET:,NOAA-SST
TIME UNIT:,seconds
FIRST TIMESTAMP:,2017-01-01 00:00:00
Time Delta,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
0,23879,24371,25522,25803,30550,26920,N,22940,N,N,N,25858,N,26947,28378,N,22963,24115,N,26740,30459,28121,29326,N,25342,N,27109,27939,29511,28056,29139,N,25589,25951,26736,28205,N,28896,29346,N,N,27520,N,N,N,28326,26746,N,26958,28452,30246,30096,29765,N
600,23895,24321,25507,25788,30520,26938,N,22908,N,N,N,25851,N,26961,28371,N,22949,24111,N,26711,30483,28155,29330,N,25333,N,27115,27946,29563,28061,29150,N,25595,25955,26733,28203,N,28900,29343,N,N,27523,N,N,N,28335,26739,N,26964,28465,30274,30119,29719,N
600,23833,24258,25521,25784,30569,26939,N,22895,N,N,N,25866,N,26936,28387,N,22933,24107,N,26722,30474,28151,29330,N,25235,N,27122,27941,29574,28069,29133,N,25583,25950,26728,28204,N,28912,29358,N,N,27524,N,N,N,28339,26732,N,26954,28469,30281,30132,29751,N
600,23834,24233,25510,25805,30569,26937,N,22849,N,N,N,25866,N,26946,28405,N,22904,24098,N,26713,30493,28171,29340,N,25267,N,27110,27954,29525,28076,29149,N,25567,25951,26706,28212,N,28909,29360,N,N,27527,N,N,N,28357,26731,N,26952,28468,30320,30145,29808,N
600,23798,24208,25503,25720,30628,26912,N,22818,N,N,N,25876,N,26953,28391,N,22912,24104,N,26712,30508,28160,29341,N,25290,N,27111,27951,29594,28081,29147,N,25538,25949,26741,28196,N,28903,29333,N,N,27508,N,N,N,28363,26715,N,26951,28470,30309,30140,29747,N
600,23770,24291,25501,25822,30635,26927,N,22826,N,N,N,25869,N,26982,28412,N,22921,24092,N,26744,30517,28154,29343,N,25258,N,27122,27945,29615,28090,29126,N,25527,25953,26718,28206,N,28906,29352,N,N,27490,N,N,N,28350,26720,N,26950,28498,30330,30127,29754,N
600,23830,24321,25499,25767,30664,26931,N,22811,N,N,N,25873,N,26981,28437,N,22886,24090,N,26725,30513,28173,29355,N,25249,N,27123,27949,29635,28090,29121,N,25525,25948,26719,28205,N,28928,29350,N,N,27482,N,N,N,28339,26719,N,26940,28500,30322,30136,29706,N
600,23851,24306,25497,25758,30668,26938,N,22764,N,N,N,25876,N,26998,28405,N,22901,24080,N,26726,30512,28164,29352,N,25240,N,27116,27957,29663,28098,29125,N,25515,25944,26719,28199,N,28912,29341,N,N,27475,N,N,N,28343,26713,N,26937,28485,N,30120,29660,N
600,23824,24326,25499,25830,30728,26944,N,22789,N,N,N,25858,N,26997,28433,N,22890,24072,N,26716,30506,28163,29350,N,25219,N,27116,27928,29698,28100,29096,N,25510,25942,26706,28206,N,28903,29354,N,N,27472,N,N,N,28343,26721,N,26925,28488,N,30117,29596,N
600,23802,24307,25503,N,30745,26947,N,22811,N,N,N,25860,N,27001,28451,N,22826,24067,N,26740,30533,28164,29372,N,25220,N,27095,27948,29721,28100,29107,N,25503,25936,26714,28205,N,28903,29353,N,N,27469,N,N,N,28340,26709,N,26924,28479,N,30114,29596,N
600,23814,24276,25500,N,30773,26937,N,22792,N,N,N,25878,N,26990,28471,N,22876,24073,N,26734,30533,28194,29359,N,25206,N,27102,27946,29774,28097,29117,N,25485,25924,26705,28199,N,28895,29350,N,N,27470,N,N,N,28345,26705,N,26920,28469,N,30142,29763,N
600,23781,24255,25492,25804,30771,26937,N,22743,N,N,N,25872,N,26989,28500,N,22903,24089,N,26757,30550,28214,29372,N,25206,N,27108,27936,29785,28099,29125,N,25490,25920,26711,28199,N,28905,29348,N,N,27473,N,N,N,28348,26687,N,N,28471,N,30157,29714,N
600,23763,24238,25493,25785,30792,26926,N,22795,N,N,N,25862,N,26977,28497,N,22882,24092,N,26748,30545,28195,29369,N,25151,N,27089,27954,29739,28090,29126,N,25489,25916,26711,28191,N,28915,29360,N,N,27463,N,N,N,28349,26688,N,26896,28469,N,30162,29744,N
600,23779,24208,25485,25751,30838,26916,N,22813,N,N,N,25868,N,26987,28498,N,22852,24077,N,26753,30555,28184,29352,N,25146,N,27100,27945,29825,28089,29111,N,25480,25909,26706,28190,N,28916,29364,N,N,27461,N,N,N,28354,26687,N,26893,28458,30366,30177,29802,N
600,23785,24157,25487,25788,30797,26959,N,22821,N,N,N,25849,N,26987,28479,N,22819,24074,N,26752,30563,28187,29350,N,25165,N,27089,27937,29646,28093,29107,N,25477,25904,26709,28194,N,28938,29367,N,N,27452,N,N,N,28351,26690,N,26890,28461,30373,30193,29771,N
600,23776,24198,25487,25752,30800,26969,N,22797,N,N,N,25836,N,26978,28494,N,22790,24069,N,26730,30538,28204,29358,N,25177,N,27092,27943,29814,28082,29126,N,25469,25894,26698,28190,N,28940,29362,N,N,27454,N,N,N,28356,26663,N,26897,28475,30380,30191,29728,N
600,23782,24081,25484,25758,30818,26948,N,22795,N,N,N,25836,N,26960,28472,N,22789,24051,N,26738,30548,28196,29359,N,25128,N,27104,27939,29830,28065,29134,N,25464,25889,26698,28191,N,28914,29356,N,N,27451,N,N,N,28358,26671,N,26890,28470,30398,30218,29702,N
600,23759,24130,25479,25757,30843,26945,N,22731,N,N,N,25833,N,26979,28461,N,22806,24047,N,26730,30546,28215,29352,N,25115,N,27108,27934,29781,28053,29133,N,25443,25883,26688,28194,N,28942,29366,N,N,27453,N,N,N,28370,26669,N,26890,28460,30385,30214,29774,N
600,23728,24086,25474,25741,30865,26952,N,22749,N,N,N,25823,N,26971,28469,N,22829,24033,N,26735,30531,28197,29358,N,25146,N,27103,27931,29687,28045,29128,N,25440,25879,26687,28179,N,28928,29376,N,N,27452,N,N,N,28354,26663,N,26891,28459,30402,30219,29775,N
600,23713,24149,25469,25758,30877,26948,N,22720,N,N,N,25818,N,26972,28485,N,22821,24028,N,26740,30539,28176,29349,N,25156,N,27107,27927,29739,28062,29125,N,25430,25874,26673,28188,N,28922,29370,N,N,27455,N,N,N,28367,26670,N,26886,28462,30403,30216,29778,N
